,Rank,Name,Net Worth,Age,Source,Category
0,1.,Jeff Bezos,$177 B,57,Amazon,Technology
1,2.,Elon Musk,$151 B,49,"Tesla, SpaceX",Automotive
2,3.,Bernard Arnault & family,$150 B,72,LVMH,Fashion & Retail
3,4.,Bill Gates,$124 B,65,Microsoft,Technology
4,5.,Mark Zuckerberg,$97 B,36,Facebook,Technology
5,6.,Warren Buffett,$96 B,90,Berkshire Hathaway,Finance & Investments
6,7.,Larry Ellison,$93 B,76,software,Technology
7,8.,Larry Page,$91.5 B,48,Google,Technology
8,9.,Sergey Brin,$89 B,47,Google,Technology
9,10.,Mukesh Ambani,$84.5 B,63,diversified,Diversified
10,11.,Amancio Ortega,$77 B,85,Zara,Fashion & Retail
11,12.,Francoise Bettencourt Meyers & family,$73.6 B,67,L'Oréal,Fashion & Retail
12,13.,Zhong Shanshan,$68.9 B,66,"beverages, pharmaceuticals",Food & Beverage
13,14.,Steve Ballmer,$68.7 B,65,Microsoft,Technology
14,15.,Ma Huateng,$65.8 B,49,internet media,Technology
15,16.,Carlos Slim Helu & family,$62.8 B,81,telecom,Telecom
16,17.,Alice Walton,$61.8 B,71,Walmart,Fashion & Retail
17,18.,Jim Walton,$60.2 B,72,Walmart,Fashion & Retail
18,19.,Rob Walton,$59.5 B,76,Walmart,Fashion & Retail
19,20.,Michael Bloomberg,$59 B,79,Bloomberg LP,Media & Entertainment
20,21.,Colin Zheng Huang,$55.3 B,41,e-commerce,Technology
21,22.,MacKenzie Scott,$53 B,50,Amazon,Technology
22,23.,Daniel Gilbert,$51.9 B,59,Quicken Loans,Finance & Investments
23,24.,Gautam Adani & family,$50.5 B,58,"infrastructure, commodities",Diversified
24,25.,Phil Knight & family,$49.9 B,83,Nike,Fashion & Retail
25,26.,Jack Ma,$48.4 B,56,e-commerce,Technology
26,27.,Charles Koch,$46.4 B,85,Koch Industries,Diversified
27,27.,Julia Koch & family,$46.4 B,58,Koch Industries,Diversified
28,29.,Masayoshi Son,$45.4 B,63,"internet, telecom",Telecom
29,30.,Michael Dell,$45.1 B,56,Dell computers,Technology
30,31.,Tadashi Yanai & family,$44.1 B,72,fashion retail,Fashion & Retail
31,32.,François Pinault & family,$42.3 B,84,luxury goods,Fashion & Retail
32,33.,David Thomson & family,$41.8 B,63,media,Media & Entertainment
33,34.,Beate Heister & Karl Albrecht Jr.,$39.2 B,N/A,supermarkets,Fashion & Retail
34,35.,Wang Wei,$39 B,50,package delivery,Service
35,36.,Miriam Adelson,$38.2 B,75,casinos,Gambling & Casinos
36,37.,He Xiangjian,$37.7 B,78,home appliances,Manufacturing
37,38.,Dieter Schwarz,$36.9 B,81,retail,Fashion & Retail
38,39.,Zhang Yiming,$35.6 B,37,TikTok,Technology
39,40.,Giovanni Ferrero,$35.1 B,56,"Nutella, chocolates",Food & Beverage
40,41.,Alain Wertheimer,$34.5 B,72,Chanel,Fashion & Retail
41,41.,Gerard Wertheimer,$34.5 B,70,Chanel,Fashion & Retail
42,43.,Li Ka-shing,$33.7 B,92,diversified,Diversified
43,44.,Qin Yinglin & family,$33.5 B,55,pig breeding,Food & Beverage
44,45.,William Lei Ding,$33 B,49,online games,Technology
45,46.,Len Blavatnik,$32 B,63,"music, chemicals",Diversified
46,47.,Lee Shau Kee,$31.7 B,93,real estate,Real Estate
47,48.,Jacqueline Mars,$31.3 B,81,"candy, pet food",Food & Beverage
48,48.,John Mars,$31.3 B,85,"candy, pet food",Food & Beverage
49,50.,Yang Huiyan & family,$29.6 B,39,real estate,Real Estate
50,51.,Alexey Mordashov & family,$29.1 B,55,"steel, investments",Metals & Mining
51,52.,Robin Zeng,$28.4 B,52,batteries,Automotive
52,53.,Hui Ka Yan,$27.7 B,62,real estate,Real Estate
53,53.,Susanne Klatten,$27.7 B,58,"BMW, pharmaceuticals",Automotive
54,55.,Vladimir Potanin,$27 B,60,metals,Metals & Mining
55,56.,Dietrich Mateschitz,$26.9 B,76,Red Bull,Food & Beverage
56,57.,Pang Kang,$26.4 B,65,soy sauce,Food & Beverage
57,58.,Klaus-Michael Kuehne,$26.3 B,83,shipping,Logistics
58,59.,Vladimir Lisin,$26.2 B,64,"steel, transport",Metals & Mining
59,60.,Wang Xing,$26.1 B,42,e-commerce,Technology
60,61.,German Larrea Mota Velasco & family,$25.9 B,67,mining,Metals & Mining
61,62.,Leonardo Del Vecchio & family,$25.8 B,85,eyeglasses,Fashion & Retail
62,62.,Takemitsu Takizaki,$25.8 B,75,sensors,Manufacturing
63,64.,Leonard Lauder,$25.5 B,88,Estee Lauder,Fashion & Retail
64,65.,Thomas Peterffy,$25 B,76,discount brokerage,Finance & Investments
65,66.,Vagit Alekperov,$24.9 B,70,oil,Energy
66,66.,Leonid Mikhelson,$24.9 B,65,"gas, chemicals",Energy
67,68.,Jim Simons,$24.6 B,82,hedge funds,Finance & Investments
68,69.,Jiang Rensheng & family,$24.4 B,67,vaccines,Healthcare
69,70.,Gina Rinehart,$23.6 B,67,mining,Metals & Mining
70,71.,Rupert Murdoch & family,$23.5 B,90,"newspapers, TV network",Media & Entertainment
71,71.,Shiv Nadar,$23.5 B,75,software services,Technology
72,73.,Zhang Zhidong,$23.4 B,49,internet media,Technology
73,74.,Iris Fontbona & family,$23.3 B,78,mining,Metals & Mining
74,75.,Lei Jun,$23 B,51,smartphones,Technology
75,75.,Zhang Yong,$23 B,50,restaurants,Food & Beverage
76,77.,Richard Qiangdong Liu,$22.4 B,47,e-commerce,Technology
77,78.,Gennady Timchenko,$22 B,68,"oil, gas",Energy
78,79.,Stephen Schwarzman,$21.9 B,74,investments,Finance & Investments
79,80.,Goh Cheng Liang,$21.7 B,93,paints,Manufacturing
80,81.,Stefan Quandt,$21.6 B,54,BMW,Automotive
81,82.,Li Xiting,$21.5 B,70,medical devices,Healthcare
82,83.,Pierre Omidyar,$21.4 B,53,"eBay, PayPal",Technology
83,84.,Stefan Persson,$21.3 B,73,H&M,Fashion & Retail
84,85.,Abigail Johnson,$20.9 B,59,money management,Finance & Investments
85,86.,R. Budi Hartono,$20.5 B,80,"banking, tobacco",Finance & Investments
86,87.,Andrew Forrest,$20.4 B,59,mining,Metals & Mining
87,88.,Ray Dalio,$20.3 B,71,hedge funds,Finance & Investments
88,89.,Michael Hartono,$19.7 B,81,"banking, tobacco",Manufacturing
89,89.,Li Shufu,$19.7 B,57,automobiles,Automotive
90,89.,Zhong Huijuan,$19.7 B,60,pharmaceuticals,Healthcare
91,92.,Xu Hang,$19.5 B,54,medical devices,Healthcare
92,93.,Lui Che Woo & family,$19.4 B,92,casinos/hotels,Gambling & Casinos
93,94.,Emmanuel Besnier,$19.1 B,50,cheese,Food & Beverage
94,95.,Laurene Powell Jobs & family,$19 B,57,"Apple, Disney",Technology
95,96.,Eric Schmidt,$18.9 B,65,Google,Technology
96,96.,Sun Piaoyang,$18.9 B,62,pharmaceuticals,Healthcare
97,98.,"Theo Albrecht, Jr. & family",$18.8 B,70,"Aldi, Trader Joe's",Fashion & Retail
98,99.,Alisher Usmanov,$18.4 B,67,"steel, telecom, investments",Metals & Mining
99,100.,Robert Pera,$18.3 B,43,wireless networking gear,Technology
100,100.,Wu Yajun,$18.3 B,57,real estate,Real Estate
101,102.,Fan Hongwei & family,$18.2 B,54,petrochemicals,Energy
102,103.,Dhanin Chearavanont,$18.1 B,81,diversified,Diversified
103,104.,Peter Woo,$18 B,74,real estate,Real Estate
104,105.,Chen Bang,$17.9 B,55,hospitals,Healthcare
105,105.,Andrey Melnichenko,$17.9 B,49,"coal, fertilizers",Energy
106,107.,Dustin Moskovitz,$17.8 B,36,Facebook,Technology
107,107.,Su Hua,$17.8 B,39,video streaming,Media & Entertainment
108,109.,Donald Newhouse,$17.6 B,91,media,Media & Entertainment
109,110.,Petr Kellner,$17.5 B,56,"finance, telecommunications",Finance & Investments
110,111.,Lee Man Tat,$17.4 B,91,food,Food & Beverage
111,112.,Pavel Durov,$17.2 B,36,messaging app,Technology
112,113.,James Ratcliffe,$17 B,68,chemicals,Manufacturing
113,114.,Jorge Paulo Lemann & family,$16.9 B,81,beer,Food & Beverage
114,115.,Reinhold Wuerth & family,$16.8 B,85,fasteners,Manufacturing
115,116.,Charlene de Carvalho-Heineken & family,$16.7 B,66,Heineken,Food & Beverage
116,117.,Radhakishan Damani,$16.5 B,66,"retail, investments",Fashion & Retail
117,118.,Wang Chuanfu,$16.3 B,55,"batteries, automobiles",Automotive
118,119.,Steve Cohen,$16 B,64,hedge funds,Finance & Investments
119,119.,Ken Griffin,$16 B,52,hedge funds,Finance & Investments
120,121.,Chen Zhiping,$15.9 B,45,e-cigarettes,Manufacturing
121,121.,"Ernest Garcia, II.",$15.9 B,63,used cars,Automotive
122,121.,Uday Kotak,$15.9 B,62,banking,Finance & Investments
123,124.,Carl Icahn,$15.8 B,85,investments,Finance & Investments
124,124.,Suleiman Kerimov & family,$15.8 B,55,investments,Finance & Investments
125,126.,"Thomas Frist, Jr. & family",$15.7 B,82,hospitals,Healthcare
126,127.,Lukas Walton,$15.6 B,34,Walmart,Fashion & Retail
127,128.,Mikhail Fridman,$15.5 B,56,"oil, banking, telecom",Energy
128,128.,Wei Jianjun & family,$15.5 B,57,automobiles,Automotive
129,128.,Zuo Hui,$15.5 B,50,real estate services,Real Estate
130,131.,Zhou Qunfei & family,$15.4 B,51,smartphone screens,Technology
131,132.,Donald Bren,$15.3 B,88,real estate,Real Estate
132,133.,Hinduja brothers,$14.9 B,N/A,diversified,Diversified
133,133.,Lakshmi Mittal,$14.9 B,70,steel,Metals & Mining
134,133.,Georg Schaeffler,$14.9 B,56,auto parts,Automotive
135,133.,Eric Yuan & family,$14.9 B,51,video conferencing,Technology
136,137.,Wang Jianlin,$14.8 B,66,real estate,Real Estate
137,138.,Kwong Siu-hing,$14.7 B,91,real estate,Real Estate
138,138.,Robin Li,$14.7 B,52,internet search,Technology
139,140.,Pallonji Mistry,$14.6 B,91,construction,Construction & Engineering
140,140.,Eduardo Saverin,$14.6 B,39,Facebook,Technology
141,142.,Roman Abramovich,$14.5 B,54,"steel, investments",Diversified
142,142.,David Tepper,$14.5 B,63,hedge funds,Finance & Investments
143,144.,Gong Hongjia & family,$14.4 B,56,video surveillance,Finance & Investments
144,145.,Mike Cannon-Brookes,$14.2 B,41,software,Technology
145,145.,"John Menard, Jr.",$14.2 B,81,home improvement stores,Fashion & Retail
146,145.,Seo Jung-jin,$14.2 B,63,biotech,Healthcare
147,148.,Cheng Yixiao,$14.1 B,37,video streaming app,Media & Entertainment
148,148.,Liang Wengen,$14.1 B,64,construction equipment,Manufacturing
149,150.,Scott Farquhar,$14 B,41,software,Technology
150,151.,Finn Rausing,$13.9 B,66,packaging,Food & Beverage
151,151.,Jorn Rausing,$13.9 B,61,packaging,Food & Beverage
152,151.,Kirsten Rausing,$13.9 B,68,packaging,Food & Beverage
153,154.,Brian Chesky,$13.7 B,39,Airbnb,Technology
154,155.,Joseph Lau,$13.6 B,69,real estate,Real Estate
155,156.,David Duffield,$13.5 B,80,business software,Technology
156,156.,Charoen Sirivadhanabhakdi,$13.5 B,76,"alcohol, real estate",Food & Beverage
157,158.,Kim Jung-ju,$13.3 B,53,online games,Technology
158,158.,Robert & Philip Ng,$13.3 B,N/A,real estate,Real Estate
159,158.,Zhang Bangxin,$13.3 B,41,education,Service
160,161.,Anders Holch Povlsen,$13.2 B,48,fashion retail,Fashion & Retail
161,161.,Wang Wenyin,$13.2 B,53,"mining, copper products",Metals & Mining
162,163.,Wang Liping & family,$13.1 B,55,hydraulic machinery,Manufacturing
163,164.,Tatyana Bakalchuk,$13 B,45,ecommerce,Fashion & Retail
164,164.,Michael Platt,$13 B,53,hedge funds,Finance & Investments
165,166.,Huang Shilin,$12.9 B,54,batteries,Energy
166,166.,Ricardo Salinas Pliego & family,$12.9 B,65,"retail, media",Fashion & Retail
167,168.,Kumar Birla,$12.8 B,53,commodities,Diversified
168,169.,Dang Yanbao,$12.7 B,48,coal,Metals & Mining
169,169.,Cyrus Poonawalla,$12.7 B,79,vaccines,Healthcare
170,171.,Robert Kuok,$12.6 B,97,"palm oil, shipping, property",Diversified
171,171.,Hank & Doug Meijer,$12.6 B,N/A,supermarkets,Fashion & Retail
172,173.,Jack Dorsey,$12.5 B,44,"Twitter, Square",Technology
173,173.,Lu Zhongfang,$12.5 B,78,education,Automotive
174,173.,Ma Jianrong & family,$12.5 B,57,"textiles, apparel",Fashion & Retail
175,173.,Zhang Tao,$12.5 B,48,e-commerce,Fashion & Retail
176,177.,Nathan Blecharczyk,$12.4 B,37,Airbnb,Technology
177,177.,John Doerr,$12.4 B,69,venture capital,Technology
178,177.,Joe Gebbia,$12.4 B,39,Airbnb,Technology
179,177.,Forrest Li,$12.4 B,43,gaming,Media & Entertainment
180,181.,Yu Renrong,$12.3 B,55,semiconductors,Manufacturing
181,182.,Liu Yonghao & family,$12.1 B,69,agribusiness,Service
182,182.,Gordon Moore,$12.1 B,92,Intel,Technology
183,184.,Jeff Yass,$12 B,62,"trading, investments",Finance & Investments
184,185.,Bobby Murphy,$11.9 B,32,Snapchat,Technology
185,186.,Patrick Drahi,$11.8 B,57,telecom,Telecom
186,186.,Jensen Huang,$11.8 B,58,semiconductors,Technology
187,186.,Alexander Otto,$11.8 B,53,real estate,Real Estate
188,189.,Cen Junda,$11.6 B,56,pharmaceuticals,Healthcare
189,189.,Joseph Tsai,$11.6 B,57,e-commerce,Technology
190,191.,Aliko Dangote,$11.5 B,63,"cement, sugar",Manufacturing
191,191.,Marcel Herrmann Telles,$11.5 B,71,beer,Food & Beverage
192,193.,Mikhail Prokhorov,$11.4 B,55,investments,Finance & Investments
193,194.,Jorge Moll Filho & family,$11.3 B,76,hospitals,Healthcare
194,195.,Viktor Rashnikov,$11.2 B,72,steel,Manufacturing
195,195.,Harry Triguboff,$11.2 B,88,real estate,Real Estate
196,197.,Leonid Fedun & family,$11.1 B,65,oil,Energy
197,197.,Eyal Ofer,$11.1 B,70,"real estate, shipping",Diversified
198,197.,Evan Spiegel,$11.1 B,30,Snapchat,Technology
199,200.,Luis Carlos Sarmiento,$11 B,88,banking,Finance & Investments
200,200.,Andreas Struengmann & family,$11 B,71,pharmaceuticals,Healthcare
201,200.,Thomas Struengmann & family,$11 B,71,pharmaceuticals,Healthcare
202,203.,Rodolphe Saadé & family,$10.9 B,51,shipping,Logistics
203,203.,Dilip Shanghvi,$10.9 B,65,pharmaceuticals,Healthcare
204,205.,Tom & Judy Love,$10.8 B,N/A,retail & gas stations,Fashion & Retail
205,205.,Anthony Pratt,$10.8 B,60,manufacturing,Manufacturing
206,205.,Wang Laisheng,$10.8 B,56,electronics components,Technology
207,208.,Gianluigi & Rafaela Aponte,$10.7 B,80,Shipping,Logistics
208,208.,Wang Laichun,$10.7 B,53,electronics components,Technology
209,210.,Chen Jianhua,$10.6 B,50,chemicals,Manufacturing
210,210.,Leng Youbin,$10.6 B,52,infant formula,Food & Beverage
211,210.,Charles Schwab,$10.6 B,83,discount brokerage,Finance & Investments
212,213.,Li Zhenguo & family,$10.5 B,53,solar wafers and modules,Manufacturing
213,213.,Sunil Mittal & family,$10.5 B,63,telecom,Telecom
214,213.,Melker Schorling & family,$10.5 B,73,investments,Finance & Investments
215,216.,Cai Kui,$10.4 B,58,real estate,Real Estate
216,216.,John Fredriksen,$10.4 B,76,shipping,Logistics
217,216.,Qi Shi & family,$10.4 B,51,financial information,Technology
218,219.,"Chase Coleman, III.",$10.3 B,45,investments,Finance & Investments
219,219.,Hui Wing Mau,$10.3 B,70,real estate,Real Estate
220,219.,"Edward Johnson, III.",$10.3 B,90,money management,Finance & Investments
221,219.,Liu Hanyuan,$10.3 B,57,agribusiness,Food & Beverage
222,223.,Larry Xiangdong Chen,$10.2 B,49,education,Service
223,224.,Philip Anschutz,$10.1 B,81,investments,Finance & Investments
224,224.,Dietmar Hopp & family,$10.1 B,80,software,Technology
225,224.,German Khan,$10.1 B,59,"oil, banking, telecom",Energy
226,224.,Li Ge,$10.1 B,54,pharmaceutical ingredients,Healthcare
227,228.,Jay Chaudhry,$10 B,61,security software,Technology
228,228.,Eric Wittouck,$10 B,74,investments,Finance & Investments
229,230.,Carl Cook,$9.9 B,58,medical devices,Healthcare
230,230.,Jan Koum,$9.9 B,45,WhatsApp,Technology
231,232.,"Herbert Kohler, Jr. & family",$9.8 B,82,plumbing fixtures,Manufacturing
232,232.,Tobi Lutke,$9.8 B,40,e-commerce,Technology
233,234.,James Dyson,$9.7 B,73,vacuums,Manufacturing
234,234.,Mat Ishbia,$9.7 B,41,"mortgage lender
★",Finance & Investments
235,234.,Savitri Jindal & family,$9.7 B,71,steel,Metals & Mining
236,234.,Friedhelm Loh,$9.7 B,74,manufacturing,Manufacturing
237,234.,Iskander Makhmudov,$9.7 B,57,"mining, metals, machinery",Metals & Mining
238,234.,Stefano Pessina,$9.7 B,79,drugstores,Fashion & Retail
239,234.,Quek Leng Chan,$9.7 B,79,"banking, property",Diversified
240,241.,Israel Englander,$9.6 B,72,hedge funds,Finance & Investments
241,241.,Charles Ergen,$9.6 B,68,satellite TV,Media & Entertainment
242,241.,Jim Pattison,$9.6 B,92,diversified,Diversified
243,241.,Yao Liangsong,$9.6 B,56,furniture,Manufacturing
244,245.,David Geffen,$9.5 B,78,"movies, record labels",Media & Entertainment
245,245.,Yeung Kin-man,$9.5 B,57,electronics,Manufacturing
246,247.,Ding Shizhong & family,$9.4 B,50,sports apparel,Fashion & Retail
247,247.,Harold Hamm & family,$9.4 B,75,oil & gas,Energy
248,247.,Jim Kennedy,$9.4 B,73,"media, automotive",Media & Entertainment
249,247.,Blair Parry-Okeden,$9.4 B,70,"media, automotive",Media & Entertainment
250,251.,Ding Shijia,$9.3 B,57,sports apparel,Fashion & Retail
251,251.,Kim Beom-su,$9.3 B,55,online services,Technology
252,251.,Ian & Richard Livingstone,$9.3 B,N/A,real estate,Real Estate
253,251.,Sun Hongbin,$9.3 B,58,real estate,Real Estate
254,255.,Alberto Bailleres Gonzalez & family,$9.2 B,89,mining,Metals & Mining
255,256.,Lam Wai-ying,$9.1 B,N/A,smartphone screens,Manufacturing
256,256.,Massimiliana Landini Aleotti & family,$9.1 B,78,pharmaceuticals,Healthcare
257,256.,Lu Xiangyang,$9.1 B,58,"automobiles, batteries",Automotive
258,256.,Wolfgang Marguerre & family,$9.1 B,79,pharmaceuticals,Healthcare
259,256.,David Sun,$9.1 B,69,computer hardware,Technology
260,256.,John Tu,$9.1 B,79,computer hardware,Technology
261,262.,Guillaume Pousaz,$9 B,39,fintech,Finance & Investments
262,262.,Viktor Vekselberg,$9 B,63,"metals, energy",Energy
263,264.,Jerry Jones,$8.9 B,78,Dallas Cowboys,Sports
264,264.,Michael Otto,$8.9 B,77,"retail, real estate",Fashion & Retail
265,264.,Steven Rales,$8.9 B,70,manufacturing,Manufacturing
266,264.,Sarath Ratanavadi,$8.9 B,55,energy,Energy
267,264.,Tse Ping,$8.9 B,69,pharmaceuticals,Healthcare
268,269.,Chan Tan Ching-fen,$8.8 B,N/A,real estate,Real Estate
269,269.,David Cheriton,$8.8 B,70,Google,Technology
270,269.,Xavier Niel,$8.8 B,53,"internet, telecom",Telecom
271,269.,August von Finck,$8.8 B,91,investments,Finance & Investments
272,269.,Zong Qinghou,$8.8 B,75,beverages,Food & Beverage
273,274.,Benu Gopal Bangur,$8.7 B,89,cement,Manufacturing
274,274.,Sam Bankman-Fried,$8.7 B,29,cryptocurrency,Finance & Investments
275,274.,Cheng Xue,$8.7 B,51,soy sauce,Food & Beverage
276,274.,Graeme Hart,$8.7 B,65,investments,Finance & Investments
277,274.,Kjeld Kirk Kristiansen,$8.7 B,73,Lego,Manufacturing
278,274.,Sofie Kirk Kristiansen,$8.7 B,45,Lego,Manufacturing
279,274.,Thomas Kirk Kristiansen,$8.7 B,42,Lego,Manufacturing
280,274.,Lin Bin,$8.7 B,53,smartphones,Technology
281,274.,Liu Jincheng & family,$8.7 B,56,lithium batteries,Technology
282,274.,Shigenobu Nagamori,$8.7 B,76,motors,Manufacturing
283,274.,Carlos Alberto Sicupira & family,$8.7 B,73,beer,Food & Beverage
284,274.,Agnete Kirk Thinggaard,$8.7 B,37,Lego,Manufacturing
285,274.,Anthony von Mandl,$8.7 B,N/A,alcoholic beverages,Food & Beverage
286,274.,Xu Shihui,$8.7 B,63,"snacks, beverages",Food & Beverage
287,288.,Ernesto Bertarelli,$8.6 B,55,"biotech, investments",Healthcare
288,288.,Leon Black,$8.6 B,69,private equity,Finance & Investments
289,288.,Azim Premji,$8.6 B,75,software services,Technology
290,288.,Andrei Skoch & family,$8.6 B,55,steel,Metals & Mining
291,288.,George Soros,$8.6 B,90,hedge funds,Finance & Investments
292,288.,Zheng Shuliang & family,$8.6 B,75,aluminum products,Metals & Mining
293,294.,Marc Benioff,$8.4 B,56,business software,Technology
294,294.,Kuldip Singh & Gurbachan Singh Dhingra,$8.4 B,N/A,paints,Manufacturing
295,294.,Ann Walton Kroenke,$8.4 B,72,Walmart,Fashion & Retail
296,297.,Bubba Cathy,$8.3 B,66,Chick-fil-A,Food & Beverage
297,297.,Dan Cathy,$8.3 B,68,Chick-fil-A,Food & Beverage
298,297.,Jay Y. Lee,$8.3 B,52,Samsung,Diversified
299,297.,Pan Dong,$8.3 B,56,consumer goods,Fashion & Retail
300,297.,Hasso Plattner & family,$8.3 B,77,software,Technology
301,297.,Nassef Sawiris,$8.3 B,60,"construction, investments",Construction & Engineering
302,297.,Kushal Pal Singh,$8.3 B,89,real estate,Real Estate
303,304.,Stanley Kroenke,$8.2 B,73,"sports, real estate",Sports
304,304.,Niels Peter Louis-Hansen,$8.2 B,73,medical devices,Healthcare
305,304.,Alain Merieux & family,$8.2 B,83,pharmaceuticals,Healthcare
306,304.,Andreas von Bechtolsheim & family,$8.2 B,65,Google,Technology
307,308.,Diane Hendricks,$8 B,74,roofing,Construction & Engineering
308,308.,Shahid Khan,$8 B,70,auto parts,Automotive
309,308.,Nicky Oppenheimer & family,$8 B,75,diamonds,Metals & Mining
310,311.,Anthony Bamford & family,$7.9 B,75,construction equipment,Construction & Engineering
311,311.,Andrew Beal,$7.9 B,68,"banks, real estate",Finance & Investments
312,311.,Dmitry Bukhman,$7.9 B,35,online games,Media & Entertainment
313,311.,Igor Bukhman,$7.9 B,39,online games,Media & Entertainment
314,311.,Takahisa Takahara,$7.9 B,59,personal care goods,Fashion & Retail
315,316.,Kei Hoi Pang,$7.8 B,55,real estate,Real Estate
316,316.,Alexei Kuzmichev,$7.8 B,58,"oil, banking, telecom",Energy
317,316.,John Malone,$7.8 B,80,cable television,Media & Entertainment
318,316.,Marijke Mars,$7.8 B,56,"candy, pet food",Food & Beverage
319,316.,Pamela Mars,$7.8 B,60,"candy, pet food",Food & Beverage
320,316.,Valerie Mars,$7.8 B,62,"candy, pet food",Food & Beverage
321,316.,Victoria Mars,$7.8 B,64,"candy, pet food",Food & Beverage
322,323.,Giorgio Armani,$7.7 B,86,luxury goods,Fashion & Retail
323,323.,Frederik Paulsen,$7.7 B,70,health care,Healthcare
324,323.,David Reuben,$7.7 B,82,"investments, real estate",Real Estate
325,323.,Simon Reuben,$7.7 B,79,"real estate, investments",Diversified
326,327.,Alexander Abramov,$7.6 B,62,"steel, mining",Metals & Mining
327,327.,Rinat Akhmetov,$7.6 B,54,"steel, coal",Metals & Mining
328,327.,Silvio Berlusconi & family,$7.6 B,84,media,Diversified
329,327.,John Grayken,$7.6 B,64,private equity,Finance & Investments
330,327.,David Green & family,$7.6 B,79,retail,Fashion & Retail
331,327.,George Roberts,$7.6 B,77,private equity,Finance & Investments
332,327.,Zhao Yan,$7.6 B,54,biotech,Diversified
333,334.,Nancy Walton Laurie,$7.5 B,69,Walmart,Fashion & Retail
334,334.,Pei Zhenhua,$7.5 B,62,batteries,Energy
335,334.,Ruan Liping,$7.5 B,57,power strips,Manufacturing
336,334.,Ruan Xueping,$7.5 B,49,power strip,Manufacturing
337,334.,Patrick Soon-Shiong,$7.5 B,68,pharmaceuticals,Healthcare
338,339.,Antonia Ax:son Johnson & family,$7.4 B,77,diversified,Diversified
339,339.,"Ernest Garcia, III.",$7.4 B,38,used cars,Automotive
340,339.,George Lucas,$7.4 B,76,Star Wars,Media & Entertainment
341,339.,Vicky Safra,$7.4 B,68,banking,Finance & Investments
342,339.,Zhang Jindong,$7.4 B,58,appliance retailer,Fashion & Retail
343,344.,Laurent Dassault,$7.3 B,67,diversified,Diversified
344,344.,Thierry Dassault,$7.3 B,64,diversified,Diversified
345,344.,Marie-Hélène Habert,$7.3 B,56,diversified,Diversified
346,344.,Henry Kravis,$7.3 B,77,private equity,Finance & Investments
347,344.,Lai Meisong,$7.3 B,50,package delivery,Logistics
348,344.,Sandra Ortega Mera,$7.3 B,52,Zara,Fashion & Retail
349,344.,Pham Nhat Vuong,$7.3 B,52,diversified,Diversified
350,344.,David Shaw,$7.3 B,70,hedge funds,Finance & Investments
351,352.,Rocco Commisso,$7.2 B,71,telecom,Telecom
352,352.,Michael Kadoorie,$7.2 B,79,"hotels, energy",Energy
353,352.,Bernard Marcus,$7.2 B,91,Home Depot,Fashion & Retail
354,352.,Manuel Villar,$7.2 B,71,real estate,Real Estate
355,352.,Christy Walton,$7.2 B,72,Walmart,Fashion & Retail
356,352.,Wang Zhenhua,$7.2 B,59,real estate,Real Estate
357,358.,Carl Bennet,$7.1 B,69,investments,Finance & Investments
358,358.,Rahel Blocher,$7.1 B,45,chemicals,Manufacturing
359,358.,Johann Graf,$7.1 B,74,gambling,Gambling & Casinos
360,358.,Ralph Lauren,$7.1 B,81,apparel,Fashion & Retail
361,358.,Li Hua,$7.1 B,43,financial services,Finance & Investments
362,358.,Magdalena Martullo-Blocher,$7.1 B,52,chemicals,Manufacturing
363,358.,Stewart & Lynda Resnick,$7.1 B,N/A,"agriculture, water",Food & Beverage
364,358.,Johann Rupert & family,$7.1 B,70,luxury goods,Fashion & Retail
365,358.,Safra siblings,$7.1 B,N/A,banking,Finance & Investments
366,358.,Anthony Wood,$7.1 B,55,Roku,Technology
367,358.,Gang Ye,$7.1 B,40,gaming,Media & Entertainment
368,369.,Igor Altushkin,$7 B,50,metals,Metals & Mining
369,369.,Bajaj brothers,$7 B,N/A,diversified,Diversified
370,369.,Juan Francisco Beckmann Vidal & family,$7 B,81,tequila,Food & Beverage
371,369.,Alexandre Behring,$7 B,54,investments,Finance & Investments
372,369.,Vincent Bolloré & family,$7 B,69,investments,Finance & Investments
373,369.,Gustaf Douglas,$7 B,83,investments,Diversified
374,369.,Terry Gou,$7 B,70,electronics,Technology
375,369.,"Paul Tudor Jones, II.",$7 B,66,hedge funds,Finance & Investments
376,369.,Richard Kinder,$7 B,76,pipelines,Energy
377,369.,Ludwig Merckle,$7 B,56,pharmaceuticals,Finance & Investments
378,369.,Stephen Ross,$7 B,80,real estate,Real Estate
379,380.,Eli Broad,$6.9 B,87,investments,Finance & Investments
380,380.,Jim Davis & family,$6.9 B,77,New Balance,Manufacturing
381,380.,Guo Guangchang,$6.9 B,54,conglomerate,Diversified
382,380.,Robert Kraft,$6.9 B,79,New England Patriots,Sports
383,384.,Murali Divi & family,$6.8 B,70,pharmaceuticals,Healthcare
384,384.,Huang Chulong,$6.8 B,62,real estate,Real Estate
385,384.,Li Jianquan & family,$6.8 B,64,consumer products,Healthcare
386,384.,Shi Yonghong & family,$6.8 B,52,restaurants,Food & Beverage
387,384.,Wee Cho Yaw,$6.8 B,92,banking,Finance & Investments
388,384.,Erich Wesjohann & family,$6.8 B,75,poultry genetics,Food & Beverage
389,384.,Aloys Wobben,$6.8 B,69,wind turbines,Energy
390,391.,Micky Arison,$6.7 B,71,Carnival Cruises,Service
