,Rank,Name,Net Worth,Age,Source,Category
1214,1205.,Bruce Flatt,$2.6 B,55,money management,Finance & Investments
1215,1205.,Stein Erik Hagen,$2.6 B,64,consumer goods,Fashion & Retail
1216,1205.,Caroline Hagen Kjos,$2.6 B,37,conglomerate,Diversified
1217,1205.,Hortensia Herrero,$2.6 B,70,supermarkets,Fashion & Retail
1218,1205.,Anthony Hsieh,$2.6 B,56,mortgage lender,Finance & Investments
1219,1205.,Hal Jackman,$2.6 B,88,"insurance, investments",Finance & Investments
1220,1205.,Brad Kelley,$2.6 B,64,tobacco,Real Estate
1221,1205.,Raj Kumar & Kishin RK,$2.6 B,66,real estate,Real Estate
1222,1205.,Adam Kwok,$2.6 B,38,real estate,Real Estate
1223,1205.,Lai Shixian,$2.6 B,46,sports apparel,Fashion & Retail
1224,1205.,Stephen Lansdown,$2.6 B,68,financial services,Finance & Investments
1225,1205.,K.C. Liu,$2.6 B,67,manufacturing,Technology
1226,1205.,Aloke Lohia,$2.6 B,62,petrochemicals,Manufacturing
1227,1205.,Kalanithi Maran,$2.6 B,55,media,Media & Entertainment
1228,1205.,C. Dean Metropoulos,$2.6 B,74,investments,Food & Beverage
1229,1205.,Yuji Otsuka,$2.6 B,67,"copy machines, software",Technology
1230,1205.,Daniel Pritzker,$2.6 B,61,"hotels, investments",Finance & Investments
1231,1205.,Ren Jianhua,$2.6 B,64,kitchen appliances,Manufacturing
1232,1205.,Alexey Repik,$2.6 B,41,pharmaceuticals,Healthcare
1233,1205.,Steven Sarowitz,$2.6 B,55,payroll software,Technology
1234,1205.,Yuri Shefler,$2.6 B,53,alcohol,Food & Beverage
1235,1205.,Shum Chiu Hung & family,$2.6 B,51,real estate,Real Estate
1236,1205.,Stephen Smith,$2.6 B,69,finance and investments,Finance & Investments
1237,1205.,Dan Snyder,$2.6 B,56,Washington Football Team,Sports
1238,1205.,Helmut Sohmen,$2.6 B,81,shipping,Logistics
1239,1205.,Tung Chee Hwa,$2.6 B,83,shipping,Logistics
1240,1205.,Pieter van der Does,$2.6 B,51,payments software,Technology
1241,1205.,Wim van der Leegte,$2.6 B,73,manufacturing,Manufacturing
1242,1205.,Evan Williams,$2.6 B,49,Twitter,Technology
1243,1205.,Wu Guangming,$2.6 B,59,medical equipment,Healthcare
1244,1205.,Yang Yuanxi,$2.6 B,N/A,video streaming app,Media & Entertainment
1245,1205.,Yu Qibing & family,$2.6 B,55,glass,Manufacturing
1246,1205.,Charles Zegar,$2.6 B,73,Bloomberg LP,Media & Entertainment
1247,1205.,Zhaojiang Zhu,$2.6 B,47,Smartphones,Manufacturing
1248,1249.,John Arrillaga,$2.5 B,84,real estate,Real Estate
1249,1249.,Carol Jenkins Barnett,$2.5 B,64,Publix supermarkets,Food & Beverage
1250,1249.,William Berkley,$2.5 B,74,insurance,Finance & Investments
1251,1249.,Markus Blocher,$2.5 B,50,chemicals,Manufacturing
1252,1249.,Andrei Bokarev,$2.5 B,54,"metals, mining",Manufacturing
1253,1249.,Jim Breyer,$2.5 B,59,venture capital,Technology
1254,1249.,Charles Bronfman,$2.5 B,89,liquor,Food & Beverage
1255,1249.,Byju Raveendran and Divya Gokulnath,$2.5 B,39,education technology,Technology
1256,1249.,Chang Jing,$2.5 B,38,technology,Technology
1257,1249.,Leon G. Cooperman,$2.5 B,77,hedge funds,Finance & Investments
1258,1249.,Jose Luis Cutrale,$2.5 B,74,orange juice,Food & Beverage
1259,1249.,Gerald Ford,$2.5 B,76,banking,Finance & Investments
1260,1249.,Phillip Frost,$2.5 B,84,pharmaceuticals,Healthcare
1261,1249.,Mikhail Gutseriev,$2.5 B,63,"oil, real estate",Energy
1262,1249.,Hans-Werner Hector,$2.5 B,81,SAP,Technology
1263,1249.,Hu Kun,$2.5 B,51,medical equipment,Healthcare
1264,1249.,"Jeremy Jacobs, Sr. & family",$2.5 B,81,food service,Service
1265,1249.,Mark & Robyn Jones,$2.5 B,N/A,insurance,Finance & Investments
1266,1249.,Hans Langer,$2.5 B,69,3D printing,Manufacturing
1267,1249.,Lee Hae-jin,$2.5 B,53,Internet,Technology
1268,1249.,Liang Feng,$2.5 B,52,manufacturing,Manufacturing
1269,1249.,Lin Ming-hsiung,$2.5 B,71,supermarkets,Fashion & Retail
1270,1249.,Mohamed Mansour,$2.5 B,73,diversified,Diversified
1271,1249.,Harsh Mariwala,$2.5 B,69,consumer goods,Food & Beverage
1272,1249.,Najib Mikati,$2.5 B,65,telecom,Telecom
1273,1249.,Taha Mikati,$2.5 B,76,telecom,Telecom
1274,1249.,Pedro Moreira Salles,$2.5 B,61,"banking, minerals",Diversified
1275,1249.,José Neves,$2.5 B,46,luxury fashion,Fashion & Retail
1276,1249.,Jerry Ng,$2.5 B,56,banking,Finance & Investments
1277,1249.,Nandan Nilekani,$2.5 B,65,software services,Technology
1278,1249.,Ravi Pillai,$2.5 B,67,construction,Construction & Engineering
1279,1249.,Victor Pinchuk,$2.5 B,60,"steel pipes, diversified",Metals & Mining
1280,1249.,Matthew Prince,$2.5 B,46,cybersecurity,Technology
1281,1249.,John Pritzker,$2.5 B,67,"hotels, investments",Finance & Investments
1282,1249.,Rajan Raheja & family,$2.5 B,66,diversified,Diversified
1283,1249.,Matthias Reinhart,$2.5 B,61,finance,Finance & Investments
1284,1249.,Ruan Shuilong & family,$2.5 B,85,chemicals,Manufacturing
1285,1249.,Rodney Sacks,$2.5 B,71,energy drinks,Food & Beverage
1286,1249.,Carlos Sanchez,$2.5 B,59,generic drugs,Healthcare
1287,1249.,Kavitark Ram Shriram,$2.5 B,64,"venture capital, Google",Technology
1288,1249.,André Street,$2.5 B,36,fintech,Technology
1289,1249.,Sun Mengquan & family,$2.5 B,71,edible oil,Food & Beverage
1290,1249.,Daniel Sundheim,$2.5 B,44,hedge funds,Finance & Investments
1291,1249.,Torsten Toeller,$2.5 B,55,pet food,Fashion & Retail
1292,1249.,Peter Unger,$2.5 B,76,auto repair,Automotive
1293,1249.,Wang Wenmo,$2.5 B,64,sports apparel,Fashion & Retail
1294,1249.,Xie Juhua & family,$2.5 B,70,pharmaceuticals,Healthcare
1295,1249.,Xu Shaochun,$2.5 B,58,software,Technology
1296,1249.,Eddie & Sol Zakay,$2.5 B,N/A,real estate,Real Estate
1297,1249.,Zhao Tao,$2.5 B,55,pharmaceuticals,Healthcare
1298,1299.,Michael Ashley,$2.4 B,56,sports retailing,Fashion & Retail
1299,1299.,Yvonne Bauer,$2.4 B,44,media,Media & Entertainment
1300,1299.,Alberto Bombassei,$2.4 B,80,automotive brakes,Automotive
1301,1299.,Richard Chandler,$2.4 B,62,investments,Finance & Investments
1302,1299.,David Chen,$2.4 B,40,online games,Media & Entertainment
1303,1299.,Chen Jinxia,$2.4 B,53,investments,Finance & Investments
1304,1299.,Chen Xiao Ying,$2.4 B,57,health information,Healthcare
1305,1299.,Chen Xueli,$2.4 B,69,pharmaceuticals,Healthcare
1306,1299.,Kiat Chiaravanont,$2.4 B,N/A,diversified,Diversified
1307,1299.,Todd Christopher,$2.4 B,58,hair care products,Fashion & Retail
1308,1299.,Mark Coombs,$2.4 B,60,finance,Finance & Investments
1309,1299.,Luigi Cremonini & family,$2.4 B,81,meat processing,Food & Beverage
1310,1299.,Smita Crishna-Godrej,$2.4 B,70,consumer goods,Diversified
1311,1299.,Dai Lizhong,$2.4 B,52,medical testing,Healthcare
1312,1299.,Eduardo de Pontes,$2.4 B,41,payments processing,Technology
1313,1299.,Chetan Dube,$2.4 B,55,technology,Technology
1314,1299.,Stephen Feinberg,$2.4 B,61,private equity,Finance & Investments
1315,1299.,Abhay Firodia,$2.4 B,76,automobiles,Automotive
1316,1299.,Fu Mingkang & family,$2.4 B,58,manufacturing,Manufacturing
1317,1299.,Gao Jifan & family,$2.4 B,56,solar equipment,Energy
1318,1299.,Geng Jianming,$2.4 B,58,real estate,Real Estate
1319,1299.,Sebastian Glaser,$2.4 B,N/A,sensor technology,Technology
1320,1299.,Adi Godrej,$2.4 B,79,consumer goods,Diversified
1321,1299.,Jamshyd Godrej,$2.4 B,72,diversified,Diversified
1322,1299.,Nadir Godrej,$2.4 B,70,consumer goods,Diversified
1323,1299.,Philip & Cristina Green,$2.4 B,69,fashion retail,Fashion & Retail
1324,1299.,Lawrence Ho,$2.4 B,44,casinos,Gambling & Casinos
1325,1299.,Donald Horton & family,$2.4 B,71,homebuilding,Real Estate
1326,1299.,Douglas Hsu,$2.4 B,78,diversified,Diversified
1327,1299.,Koo Kwang-mo,$2.4 B,43,LG,Diversified
1328,1299.,Jonathan Kwok,$2.4 B,29,Real Estate,Real Estate
1329,1299.,Luo Yangyong & family,$2.4 B,45,mining,Metals & Mining
1330,1299.,Gail Miller,$2.4 B,77,car dealerships,Automotive
1331,1299.,Robert Miller,$2.4 B,87,retail,Fashion & Retail
1332,1299.,Vadim Moshkovich,$2.4 B,54,"agriculture, land",Food & Beverage
1333,1299.,Erwin Franz Mueller,$2.4 B,88,drugstores,Fashion & Retail
1334,1299.,Rishad Naoroji,$2.4 B,69,consumer goods,Diversified
1335,1299.,Madhukar Parekh,$2.4 B,74,adhesives,Manufacturing
1336,1299.,Gregorio Perez Companc & family,$2.4 B,85,oil & gas,Energy
1337,1299.,Dmitry Pumpyansky,$2.4 B,57,steel pipes,Metals & Mining
1338,1299.,Austin Russell,$2.4 B,26,"sensors
★",Automotive
1339,1299.,Hussain Sajwani,$2.4 B,68,real estate,Real Estate
1340,1299.,Jean Salata,$2.4 B,55,finance,Finance & Investments
1341,1299.,Karin Sartorius-Herbst,$2.4 B,N/A,biopharmaceuticals,Healthcare
1342,1299.,Alice Schwartz,$2.4 B,94,biotech,Healthcare
1343,1299.,Antonio Luiz Seabra,$2.4 B,78,cosmetics,Fashion & Retail
1344,1299.,Shen Wenrong,$2.4 B,75,steel production,Metals & Mining
1345,1299.,Renate Sick-Glaser,$2.4 B,N/A,sensor technology,Technology
1346,1299.,William Stone,$2.4 B,65,software,Technology
1347,1299.,Elizabeth Sy,$2.4 B,68,diversified,Diversified
1348,1299.,Tony Tan Caktiong & family,$2.4 B,68,food,Food & Beverage
1349,1299.,Tang Jinkui & family,$2.4 B,65,"textiles, petrochemicals",Manufacturing
1350,1299.,Roman Trotsenko,$2.4 B,50,"transport, engineering, real estate",Logistics
1351,1299.,Donald Trump,$2.4 B,74,real estate,Real Estate
1352,1299.,T.Y. Tsai,$2.4 B,68,finance,Finance & Investments
1353,1299.,John Tyson,$2.4 B,67,food processing,Food & Beverage
1354,1299.,David Wertheim,$2.4 B,63,Coca Cola Israel,Food & Beverage
1355,1299.,Xiong Shaoming,$2.4 B,50,e-cigarettes,Manufacturing
1356,1299.,Yang Jianliang & family,$2.4 B,51,machinery,Manufacturing
1357,1299.,Michael Ying,$2.4 B,71,retail,Fashion & Retail
1358,1299.,Zhang Ning & family,$2.4 B,47,chemicals,Manufacturing
1359,1299.,Zhang Zhixiang,$2.4 B,54,steel,Metals & Mining
1360,1299.,Zhao Hongfei,$2.4 B,46,software,Technology
1361,1362.,Bill and Jean Adderley & family,$2.3 B,73,home furnishings,Fashion & Retail
1362,1362.,Bill Alfond,$2.3 B,72,shoes,Fashion & Retail
1363,1362.,Susan Alfond,$2.3 B,75,shoes,Fashion & Retail
1364,1362.,Ted Alfond,$2.3 B,76,shoes,Fashion & Retail
1365,1362.,Carlos Ardila Lülle,$2.3 B,90,"soft drinks, diversified",Food & Beverage
1366,1362.,Semahat Sevim Arsel,$2.3 B,92,diversified,Diversified
1367,1362.,Sezai Bacaksiz,$2.3 B,71,diversified,Diversified
1368,1362.,Suhail Bahwan,$2.3 B,82,diversified,Diversified
1369,1362.,Bang Jun-hyuk,$2.3 B,52,online gaming,Technology
1370,1362.,Bang Shi-hyuk,$2.3 B,48,entertainment,Media & Entertainment
1371,1362.,Anand Burman,$2.3 B,68,consumer goods,Food & Beverage
1372,1362.,Cao Longxiang & family,$2.3 B,63,pharmaceuticals,Healthcare
1373,1362.,Vanich Chaiyawan,$2.3 B,89,"insurance, beverages",Finance & Investments
1374,1362.,Chen Zhisong,$2.3 B,55,communication equipment,Technology
1375,1362.,Jim Coulter,$2.3 B,61,private equity,Finance & Investments
1376,1362.,"Edward DeBartolo, Jr.",$2.3 B,74,shopping centers,Real Estate
1377,1362.,Maria Del Pino,$2.3 B,65,construction,Construction & Engineering
1378,1362.,Deng Yingzhong,$2.3 B,70,paper,Manufacturing
1379,1362.,Bob Ell,$2.3 B,76,real estate,Real Estate
1380,1362.,Sandeep Engineer,$2.3 B,59,plastic pipes,Manufacturing
1381,1362.,Fong Yun Wah,$2.3 B,96,real estate,Real Estate
1382,1362.,Lindsay Fox,$2.3 B,83,"logistics, real estate",Logistics
1383,1362.,Mario Germano Giuliani,$2.3 B,49,pharmaceuticals,Healthcare
1384,1362.,Harsh Goenka,$2.3 B,63,diversified,Diversified
1385,1362.,Noam Gottesman,$2.3 B,59,hedge funds,Finance & Investments
1386,1362.,Joseph Grendys,$2.3 B,59,poultry processing,Food & Beverage
1387,1362.,Guan Yihong,$2.3 B,51,restaurant,Food & Beverage
1388,1362.,David Hains,$2.3 B,90,Investments,Finance & Investments
1389,1362.,Michael Hintze,$2.3 B,67,investment,Finance & Investments
1390,1362.,Stewart Horejsi & family,$2.3 B,83,Berkshire Hathaway,Finance & Investments
1391,1362.,Hua Xuande & family,$2.3 B,77,pharmaceuticals,Healthcare
1392,1362.,Jared Isaacman,$2.3 B,38,payment processing,Technology
1393,1362.,David Jiang,$2.3 B,42,e-cigarettes,Manufacturing
1394,1362.,Jiang Weiping & family,$2.3 B,66,chemicals,Manufacturing
1395,1362.,Boris Jordan,$2.3 B,54,cannabis,Manufacturing
1396,1362.,Baba Kalyani,$2.3 B,72,engineering,Construction & Engineering
1397,1362.,Jim Kavanaugh,$2.3 B,58,IT provider,Technology
1398,1362.,Mustafa Rahmi Koc,$2.3 B,90,diversified,Diversified
1399,1362.,Eiichi Kuriwada,$2.3 B,74,package delivery,Logistics
1400,1362.,Lai Jianfa,$2.3 B,51,express delivery,Logistics
1401,1362.,Lam Kong,$2.3 B,56,pharmaceuticals,Healthcare
1402,1362.,David Xueling Li,$2.3 B,48,live streaming service,Technology
1403,1362.,Li Xuhui,$2.3 B,52,soy sauce,Food & Beverage
1404,1362.,Liang Zhaoxian,$2.3 B,56,appliances,Manufacturing
1405,1362.,Liu Ming Chung,$2.3 B,58,paper,Manufacturing
1406,1362.,Alexander Mamut,$2.3 B,61,investments,Finance & Investments
1407,1362.,Daniel Mate,$2.3 B,57,"mining, commodities",Metals & Mining
1408,1362.,Clayton Mathile,$2.3 B,80,pet food,Food & Beverage
1409,1362.,Aristotelis Mistakidis,$2.3 B,59,"mining, commodities",Metals & Mining
1410,1362.,Fernando Roberto Moreira Salles,$2.3 B,74,"banking, minerals",Diversified
1411,1362.,Joao Moreira Salles,$2.3 B,59,"banking, minerals",Diversified
1412,1362.,Walther Moreira Salles Junior,$2.3 B,64,"banking, minerals",Finance & Investments
1413,1362.,Eugene Murtagh,$2.3 B,78,building materials,Manufacturing
1414,1362.,Nihat Ozdemir,$2.3 B,71,diversified,Diversified
1415,1362.,Gretel Packer,$2.3 B,55,casinos,Media & Entertainment
1416,1362.,Andrew Paradise,$2.3 B,38,"mobile games
★",Media & Entertainment
1417,1362.,Karl-Johan Persson,$2.3 B,46,H&M,Fashion & Retail
1418,1362.,Tom Persson,$2.3 B,36,H&M,Fashion & Retail
1419,1362.,Stewart Rahr,$2.3 B,75,drug distribution,Healthcare
1420,1362.,Krit Ratanarak,$2.3 B,74,"media, real estate",Media & Entertainment
1421,1362.,Michael Saylor,$2.3 B,56,cryptocurrency,Technology
1422,1362.,"Karl Scheufele, III. & family",$2.3 B,82,jewelry,Fashion & Retail
1423,1362.,Stephan Schmidheiny,$2.3 B,73,investments,Finance & Investments
1424,1362.,Vijay Shekhar Sharma,$2.3 B,42,financial technology,Service
1425,1362.,Charlotte Soderstrom,$2.3 B,44,H&M,Fashion & Retail
1426,1362.,Sun Huaiqing & family,$2.3 B,51,cosmetics,Fashion & Retail
1427,1362.,Sze Man Bok,$2.3 B,71,hygiene products,Manufacturing
1428,1362.,Katsumi Tada,$2.3 B,75,real estate,Real Estate
1429,1362.,Ted Turner,$2.3 B,82,cable television,Media & Entertainment
1430,1362.,Jitendra Virwani,$2.3 B,55,real estate,Real Estate
1431,1362.,Arkady Volozh,$2.3 B,57,search engine,Media & Entertainment
1432,1362.,Lang Walker,$2.3 B,75,real estate,Real Estate
1433,1362.,Wei Ying-Chiao,$2.3 B,66,"food, beverages",Food & Beverage
1434,1362.,Wu Zhongyi,$2.3 B,47,electronics,Technology
1435,1362.,Elaine Wynn,$2.3 B,78,"casinos, hotels",Gambling & Casinos
1436,1362.,Xu Chuanhua & family,$2.3 B,86,"chemicals, logistics",Manufacturing
1437,1362.,Jerry Yang,$2.3 B,52,Yahoo,Technology
1438,1362.,Yang Weidong & family,$2.3 B,52,chemicals,Manufacturing
1439,1362.,Barry Zekelman,$2.3 B,54,steel,Manufacturing
1440,1362.,Zhang Xuezheng,$2.3 B,45,telecom,Technology
1441,1362.,Zhang Yin,$2.3 B,64,paper manufacturing,Manufacturing
1442,1362.,Kostyantin Zhevago,$2.3 B,47,mining,Metals & Mining
1443,1444.,Jose Joao Abdalla Filho,$2.2 B,75,investments,Finance & Investments
1444,1444.,Abdulla Al Futtaim & family,$2.2 B,N/A,"auto dealers, investments",Automotive
1445,1444.,Ramon Ang,$2.2 B,67,Diversified,Food & Beverage
1446,1444.,Bill Austin,$2.2 B,79,hearing aids,Manufacturing
1447,1444.,Acharya Balkrishna,$2.2 B,48,consumer goods,Food & Beverage
1448,1444.,Richard Barton,$2.2 B,53,Zillow,Real Estate
1449,1444.,Edward Bass,$2.2 B,75,"oil, investments",Energy
1450,1444.,Thor Bjorgolfsson,$2.2 B,54,investments,Diversified
1451,1444.,Nikolai Buinov,$2.2 B,53,"oil, gas",Energy
1452,1444.,Bruce Cheng,$2.2 B,85,electronics,Technology
1453,1444.,Chin Jong Hwa,$2.2 B,62,auto parts,Automotive
1454,1444.,Yadu Hari Dalmia & family,$2.2 B,N/A,cement,Manufacturing
1455,1444.,Dermot Desmond,$2.2 B,70,finance,Finance & Investments
1456,1444.,K. Dinesh,$2.2 B,66,software services,Technology
1457,1444.,"Frank Fertitta, III.",$2.2 B,59,"casinos, mixed martial arts",Sports
1458,1444.,Lorenzo Fertitta,$2.2 B,52,"casinos, mixed martial arts",Sports
1459,1444.,Maria Franca Fissolo,$2.2 B,86,"Nutella, chocolates",Food & Beverage
1460,1444.,Serge Godin,$2.2 B,71,information technology,Technology
1461,1444.,Gu Wei,$2.2 B,56,consumer electronics,Manufacturing
1462,1444.,Jeffrey Gundlach,$2.2 B,62,investments,Finance & Investments
1463,1444.,Guo Jiangang,$2.2 B,54,household appliances,Manufacturing
1464,1444.,Carlos Hank Rhon,$2.2 B,73,banking,Diversified
1465,1444.,Gerry Harvey,$2.2 B,81,retail,Fashion & Retail
1466,1444.,Huang Guanlin,$2.2 B,56,"textiles, apparel",Fashion & Retail
1467,1444.,Huang Wei,$2.2 B,61,real estate,Real Estate
1468,1444.,Hui Lin Chit,$2.2 B,67,hygiene products,Manufacturing
1469,1444.,Randal J. Kirk,$2.2 B,67,pharmaceuticals,Healthcare
1470,1444.,Leo Koguan,$2.2 B,66,IT provider,Technology
1471,1444.,Miguel Krigsner,$2.2 B,71,cosmetics,Fashion & Retail
1472,1444.,Kwek Leng Kee,$2.2 B,66,diversified,Diversified
1473,1444.,Thomas Kwok,$2.2 B,69,real estate,Real Estate
1474,1444.,Lau Cho Kun,$2.2 B,85,"palm oil, property",Diversified
1475,1444.,Jeff Lawson,$2.2 B,43,software,Technology
1476,1444.,Max Levchin,$2.2 B,45,fintech,Finance & Investments
1477,1444.,Li Guoqing,$2.2 B,51,Petro Fibre,Manufacturing
1478,1444.,Li Shuirong,$2.2 B,64,petrochemicals,Manufacturing
1479,1444.,Li Yongqing,$2.2 B,56,Petro Firbe,Manufacturing
1480,1444.,Liang Xinjun,$2.2 B,53,conglomerate,Diversified
1481,1444.,Lin Chang Su-O,$2.2 B,80,real estate,Real Estate
1482,1444.,Lin Fanlian,$2.2 B,59,"energy, real estate",Energy
1483,1444.,Scott Lin,$2.2 B,88,optical components,Technology
1484,1444.,Mao Zhongwu,$2.2 B,58,manufacturing,Manufacturing
1485,1444.,David McMurtry,$2.2 B,80,manufacturing,Manufacturing
1486,1444.,Rubens Menin Teixeira de Souza,$2.2 B,65,"home building, banking",Diversified
1487,1444.,Mi Enhua,$2.2 B,63,retail,Fashion & Retail
1488,1444.,Bob Parsons,$2.2 B,70,web hosting,Technology
1489,1444.,Catherine Phillips,$2.2 B,N/A,investments,Finance & Investments
1490,1444.,John Phillips,$2.2 B,70,investments,Finance & Investments
1491,1444.,Arvind Poddar,$2.2 B,63,tires,Automotive
1492,1444.,Qian Ying,$2.2 B,55,pig breeding,Food & Beverage
1493,1444.,Phillip T. (Terry) Ragon,$2.2 B,71,health IT,Technology
1494,1444.,Alberto Roemmers,$2.2 B,94,pharmaceuticals,Healthcare
1495,1444.,Shashi & Ravi Ruia,$2.2 B,N/A,diversified,Diversified
1496,1444.,Vlad Shmunis,$2.2 B,60,cloud technology,Technology
1497,1444.,Alberto Siccardi & family,$2.2 B,76,medical devices,Healthcare
1498,1444.,Sebastian Siemiatkowski,$2.2 B,39,fintech,Finance & Investments
1499,1444.,Salil Singhal,$2.2 B,73,agrochemicals,Manufacturing
1500,1444.,Dean Solon,$2.2 B,56,solar systems,Energy
1501,1444.,Timothy Springer,$2.2 B,73,biotech,Healthcare
1502,1444.,Peter Spuhler,$2.2 B,61,train cars,Manufacturing
1503,1444.,Tang Yiu,$2.2 B,87,fashion retail,Fashion & Retail
1504,1444.,Tran Dinh Long,$2.2 B,60,steel,Manufacturing
1505,1444.,Anna Katharina Viessmann,$2.2 B,N/A,heating and cooling equipment,Manufacturing
1506,1444.,David Walentas,$2.2 B,82,real estate,Real Estate
1507,1444.,Wu Lanlan & family,$2.2 B,47,packaging,Manufacturing
1508,1444.,Wu Yiling,$2.2 B,71,pharmaceuticals,Healthcare
1509,1444.,Xiang Wenbo,$2.2 B,58,manufacturing,Manufacturing
1510,1444.,Xie Liangzhi & family,$2.2 B,55,biotech,Healthcare
1511,1444.,Xu Yuejuan,$2.2 B,59,Petro Fibre,Manufacturing
1512,1444.,Shintaro Yamada,$2.2 B,43,mobile apps,Technology
1513,1444.,Yang Jian,$2.2 B,49,real estate,Real Estate
1514,1444.,Gavril Yushvaev,$2.2 B,63,"precious metals, real estate",Finance & Investments
1515,1444.,Zhang Jingzhang & family,$2.2 B,85,precision machinery,Manufacturing
1516,1517.,Michael Ashcroft,$2.1 B,75,security,Finance & Investments
1517,1517.,George Bishop,$2.1 B,83,oil & gas,Energy
1518,1517.,Julio Bozano,$2.1 B,85,banking,Finance & Investments
1519,1517.,Herb Chambers,$2.1 B,79,car dealerships,Automotive
1520,1517.,Andrew & Peggy Cherng,$2.1 B,N/A,restaurants,Food & Beverage
1521,1517.,Jacques D'Amours,$2.1 B,64,retail,Fashion & Retail
1522,1517.,Ray Davis,$2.1 B,79,pipelines,Energy
1523,1517.,Diao Zhizhong,$2.1 B,57,software,Technology
1524,1517.,Michael Federmann & family,$2.1 B,77,"defense, hotels",Technology
1525,1517.,William Fisher,$2.1 B,64,Gap,Fashion & Retail
1526,1517.,Bernard Fraisse,$2.1 B,64,pharmaceuticals,Healthcare
1527,1517.,Fabricio Garcia,$2.1 B,43,retail,Fashion & Retail
1528,1517.,Flavia Bittar Garcia Faleiros,$2.1 B,40,retail,Fashion & Retail
1529,1517.,Gordon Getty,$2.1 B,87,Getty Oil,Energy
1530,1517.,Philippe Ginestet & family,$2.1 B,67,retail stores,Fashion & Retail
1531,1517.,Gong Yingying,$2.1 B,36,health IT,Healthcare
1532,1517.,Lutz Mario Helmig,$2.1 B,74,hospitals,Healthcare
1533,1517.,Ilkka Herlin,$2.1 B,62,"elevators, escalators",Manufacturing
1534,1517.,Arthur Xiaobo Hong,$2.1 B,49,e-commerce,Fashion & Retail
1535,1517.,Hong Feng,$2.1 B,44,smartphones,Technology
1536,1517.,Huang Shih Tsai,$2.1 B,69,real estate,Real Estate
1537,1517.,Jiang Yehua & family,$2.1 B,58,real estate,Real Estate
1538,1517.,Keeree Kanjanapas,$2.1 B,70,transportation,Real Estate
1539,1517.,Alexander Karp,$2.1 B,53,software firm,Technology
1540,1517.,Bruce Karsh,$2.1 B,65,private equity,Finance & Investments
1541,1517.,Mustafa Kucuk,$2.1 B,57,fashion retail,Fashion & Retail
1542,1517.,Dominika Kulczyk,$2.1 B,43,diversified,Finance & Investments
1543,1517.,Philippe Laffont,$2.1 B,53,hedge fund,Finance & Investments
1544,1517.,Henry Laufer,$2.1 B,75,hedge funds,Finance & Investments
1545,1517.,Frank Laukien,$2.1 B,61,scientific equipment,Manufacturing
1546,1517.,Mark Leonard & family,$2.1 B,64,software,Technology
1547,1517.,Li Wanqiang,$2.1 B,43,smartphones,Technology
1548,1517.,Li Weiwei,$2.1 B,44,online games,Technology
1549,1517.,Lin Chen-hai,$2.1 B,74,real estate,Real Estate
1550,1517.,Lin Yinsun,$2.1 B,57,agribusiness,Food & Beverage
1551,1517.,Liu Zhongtian & family,$2.1 B,57,aluminum products,Manufacturing
1552,1517.,Daniel Lubetzky,$2.1 B,52,snack bars,Food & Beverage
1553,1517.,Prayudh Mahagitsiri,$2.1 B,75,"coffee, shipping",Food & Beverage
1554,1517.,Igor Makarov,$2.1 B,59,investments,Energy
1555,1517.,Kishore Mariwala,$2.1 B,86,consumer goods,Food & Beverage
1556,1517.,Howard Marks,$2.1 B,74,private equity,Finance & Investments
1557,1517.,Katarina Martinson,$2.1 B,39,investments,Diversified
1558,1517.,Vincent McMahon,$2.1 B,75,entertainment,Sports
1559,1517.,David Murdock,$2.1 B,97,"Dole, real estate",Food & Beverage
1560,1517.,Vikas Oberoi,$2.1 B,50,real estate,Real Estate
1561,1517.,Erik Paulsson & family,$2.1 B,79,"construction, real estate",Real Estate
1562,1517.,Roger Penske,$2.1 B,84,cars,Automotive
1563,1517.,Florentino Perez,$2.1 B,74,construction,Construction & Engineering
1564,1517.,Phil Ruffin,$2.1 B,86,"casinos, real estate",Diversified
1565,1517.,Richard Sands,$2.1 B,70,liquor,Food & Beverage
1566,1517.,Robert Sands,$2.1 B,62,liquor,Food & Beverage
1567,1517.,Dieter Schnabel,$2.1 B,75,chemicals,Manufacturing
1568,1517.,Christiane Schoeller,$2.1 B,N/A,publishing,Media & Entertainment
1569,1517.,Jeffrey Talpins,$2.1 B,46,hedge fund,Finance & Investments
1570,1517.,Timur Turlov,$2.1 B,33,stock brokerage,Finance & Investments
1571,1517.,Sandro Veronesi & family,$2.1 B,61,fashion,Fashion & Retail
1572,1517.,Wang Chou-hsiong,$2.1 B,80,footwear,Manufacturing
1573,1517.,Wang Minwen,$2.1 B,57,semiconductor,Technology
1574,1517.,Weng Xianding,$2.1 B,59,medical devices,Healthcare
1575,1517.,Michael Xie,$2.1 B,52,cybersecurity,Technology
1576,1517.,Yuan Fugen & family,$2.1 B,70,metal processing,Manufacturing
1577,1517.,Zhao Fenggang,$2.1 B,55,batteries,Energy
1578,1517.,Zhou Zongwen & family,$2.1 B,64,jewelry,Fashion & Retail
1579,1580.,S. Daniel Abraham,$2 B,96,Slim-Fast,Food & Beverage
1580,1580.,Isak Andic & family,$2 B,67,fashion retail,Fashion & Retail
1581,1580.,Roberto Angelini Rossi,$2 B,72,"forestry, mining",Diversified
1582,1580.,Masaaki Arai,$2 B,55,home sales,Real Estate
